,UF,ANO,CARGO,DS,COR,CANDIDATOS_COR,TOTAL,% do Total
6450,RO,2014,DEPUTADO FEDERAL,SD,PARDA,1,1,1.0
6451,RO,2014,DEPUTADO FEDERAL,PSL,PARDA,1,1,1.0
6452,RO,2014,DEPUTADO FEDERAL,PRP,PARDA,1,1,1.0
6453,RO,2014,DEPUTADO FEDERAL,PSC,BRANCA,1,1,1.0
6454,RO,2014,DEPUTADO FEDERAL,PRB,PRETA,1,1,1.0
6455,RO,2014,DEPUTADO FEDERAL,PSB,PRETA,1,1,1.0
6456,RO,2014,SENADOR,PSOL,BRANCA,1,1,1.0
6457,RO,2014,SENADOR,PDT,BRANCA,1,1,1.0
6458,RO,2014,SENADOR,PP,BRANCA,1,1,1.0
6459,RO,2014,SENADOR,PSD,BRANCA,1,1,1.0
6460,RO,2018,DEPUTADO ESTADUAL,PRP,BRANCA,4,9,0.4444444444444444
6461,RO,2018,DEPUTADO ESTADUAL,PRP,PRETA,1,9,0.1111111111111111
6462,RO,2018,DEPUTADO ESTADUAL,PRP,PARDA,4,9,0.4444444444444444
6463,RO,2018,DEPUTADO ESTADUAL,PSDB,BRANCA,4,12,0.3333333333333333
6464,RO,2018,DEPUTADO ESTADUAL,PSDB,PRETA,1,12,0.08333333333333333
6465,RO,2018,DEPUTADO ESTADUAL,PSDB,PARDA,7,12,0.5833333333333334
6466,RO,2018,DEPUTADO ESTADUAL,PSTU,BRANCA,4,7,0.5714285714285714
6467,RO,2018,DEPUTADO ESTADUAL,PSTU,PRETA,1,7,0.14285714285714285
6468,RO,2018,DEPUTADO ESTADUAL,PSTU,PARDA,2,7,0.2857142857142857
6469,RO,2018,DEPUTADO ESTADUAL,PTC,BRANCA,4,21,0.19047619047619047
6470,RO,2018,DEPUTADO ESTADUAL,PTC,PRETA,2,21,0.09523809523809523
6471,RO,2018,DEPUTADO ESTADUAL,PTC,PARDA,15,21,0.7142857142857143
6472,RO,2018,DEPUTADO ESTADUAL,PODE,BRANCA,12,29,0.41379310344827586
6473,RO,2018,DEPUTADO ESTADUAL,PODE,PARDA,17,29,0.5862068965517241
6474,RO,2018,DEPUTADO ESTADUAL,PR,BRANCA,1,13,0.07692307692307693
6475,RO,2018,DEPUTADO ESTADUAL,PR,PRETA,2,13,0.15384615384615385
6476,RO,2018,DEPUTADO ESTADUAL,PR,PARDA,10,13,0.7692307692307693
6477,RO,2018,DEPUTADO ESTADUAL,DC,BRANCA,5,17,0.29411764705882354
6478,RO,2018,DEPUTADO ESTADUAL,DC,PARDA,11,17,0.6470588235294118
6479,RO,2018,DEPUTADO ESTADUAL,DC,AMARELA,1,17,0.058823529411764705
6480,RO,2018,DEPUTADO ESTADUAL,PDT,BRANCA,8,19,0.42105263157894735
6481,RO,2018,DEPUTADO ESTADUAL,PDT,PRETA,4,19,0.21052631578947367
6482,RO,2018,DEPUTADO ESTADUAL,PDT,PARDA,7,19,0.3684210526315789
6483,RO,2018,DEPUTADO ESTADUAL,PRB,BRANCA,9,41,0.21951219512195122
6484,RO,2018,DEPUTADO ESTADUAL,PRB,PRETA,5,41,0.12195121951219512
6485,RO,2018,DEPUTADO ESTADUAL,PRB,PARDA,27,41,0.6585365853658537
6486,RO,2018,DEPUTADO ESTADUAL,PMN,BRANCA,3,15,0.2
6487,RO,2018,DEPUTADO ESTADUAL,PMN,PRETA,1,15,0.06666666666666667
6488,RO,2018,DEPUTADO ESTADUAL,PMN,PARDA,11,15,0.7333333333333333
6489,RO,2018,DEPUTADO ESTADUAL,PHS,BRANCA,3,15,0.2
6490,RO,2018,DEPUTADO ESTADUAL,PHS,PRETA,1,15,0.06666666666666667
6491,RO,2018,DEPUTADO ESTADUAL,PHS,PARDA,11,15,0.7333333333333333
6492,RO,2018,DEPUTADO ESTADUAL,PATRI,BRANCA,6,8,0.75
6493,RO,2018,DEPUTADO ESTADUAL,PATRI,PARDA,2,8,0.25
6494,RO,2018,DEPUTADO ESTADUAL,PV,BRANCA,3,15,0.2
6495,RO,2018,DEPUTADO ESTADUAL,PV,PRETA,3,15,0.2
6496,RO,2018,DEPUTADO ESTADUAL,PV,PARDA,9,15,0.6
6497,RO,2018,DEPUTADO ESTADUAL,PC do B,BRANCA,5,11,0.45454545454545453
6498,RO,2018,DEPUTADO ESTADUAL,PC do B,PRETA,1,11,0.09090909090909091
6499,RO,2018,DEPUTADO ESTADUAL,PC do B,PARDA,4,11,0.36363636363636365
6500,RO,2018,DEPUTADO ESTADUAL,PC do B,INDÍGENA,1,11,0.09090909090909091
6501,RO,2018,DEPUTADO ESTADUAL,PSB,BRANCA,10,25,0.4
6502,RO,2018,DEPUTADO ESTADUAL,PSB,PRETA,2,25,0.08
6503,RO,2018,DEPUTADO ESTADUAL,PSB,PARDA,13,25,0.52
6504,RO,2018,DEPUTADO ESTADUAL,PSL,BRANCA,7,21,0.3333333333333333
6505,RO,2018,DEPUTADO ESTADUAL,PSL,PARDA,14,21,0.6666666666666666
6506,RO,2018,DEPUTADO ESTADUAL,PSD,BRANCA,5,14,0.35714285714285715
6507,RO,2018,DEPUTADO ESTADUAL,PSD,PRETA,1,14,0.07142857142857142
6508,RO,2018,DEPUTADO ESTADUAL,PSD,PARDA,8,14,0.5714285714285714
6509,RO,2018,DEPUTADO ESTADUAL,PT,BRANCA,4,35,0.11428571428571428
6510,RO,2018,DEPUTADO ESTADUAL,PT,PRETA,7,35,0.2
6511,RO,2018,DEPUTADO ESTADUAL,PT,PARDA,24,35,0.6857142857142857
6512,RO,2018,DEPUTADO ESTADUAL,MDB,BRANCA,6,18,0.3333333333333333
6513,RO,2018,DEPUTADO ESTADUAL,MDB,PRETA,2,18,0.1111111111111111
6514,RO,2018,DEPUTADO ESTADUAL,MDB,PARDA,10,18,0.5555555555555556
6515,RO,2018,DEPUTADO ESTADUAL,PP,BRANCA,14,21,0.6666666666666666
6516,RO,2018,DEPUTADO ESTADUAL,PP,PRETA,3,21,0.14285714285714285
6517,RO,2018,DEPUTADO ESTADUAL,PP,PARDA,4,21,0.19047619047619047
6518,RO,2018,DEPUTADO ESTADUAL,PROS,BRANCA,3,15,0.2
6519,RO,2018,DEPUTADO ESTADUAL,PROS,PRETA,3,15,0.2
6520,RO,2018,DEPUTADO ESTADUAL,PROS,PARDA,9,15,0.6
6521,RO,2018,DEPUTADO ESTADUAL,PTB,BRANCA,6,9,0.6666666666666666
6522,RO,2018,DEPUTADO ESTADUAL,PTB,PARDA,3,9,0.3333333333333333
6523,RO,2018,DEPUTADO ESTADUAL,DEM,BRANCA,5,13,0.38461538461538464
6524,RO,2018,DEPUTADO ESTADUAL,DEM,PRETA,1,13,0.07692307692307693
6525,RO,2018,DEPUTADO ESTADUAL,DEM,PARDA,7,13,0.5384615384615384
6526,RO,2018,DEPUTADO ESTADUAL,REDE,BRANCA,2,13,0.15384615384615385
6527,RO,2018,DEPUTADO ESTADUAL,REDE,PRETA,3,13,0.23076923076923078
6528,RO,2018,DEPUTADO ESTADUAL,REDE,PARDA,8,13,0.6153846153846154
6529,RO,2018,DEPUTADO ESTADUAL,PSC,BRANCA,8,14,0.5714285714285714
6530,RO,2018,DEPUTADO ESTADUAL,PSC,PARDA,6,14,0.42857142857142855
6531,RO,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,BRANCA,1,3,0.3333333333333333
6532,RO,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,PARDA,2,3,0.6666666666666666
6533,RO,2018,DEPUTADO ESTADUAL,PPS,BRANCA,5,12,0.4166666666666667
6534,RO,2018,DEPUTADO ESTADUAL,PPS,PRETA,1,12,0.08333333333333333
6535,RO,2018,DEPUTADO ESTADUAL,PPS,PARDA,6,12,0.5
6536,RO,2018,DEPUTADO ESTADUAL,PMB,PARDA,9,9,1.0
6537,RO,2018,DEPUTADO ESTADUAL,PSOL,BRANCA,1,4,0.25
6538,RO,2018,DEPUTADO ESTADUAL,PSOL,PARDA,3,4,0.75
6539,RO,2018,DEPUTADO FEDERAL,PV,PARDA,6,6,1.0
6540,RO,2018,DEPUTADO FEDERAL,PR,BRANCA,1,2,0.5
6541,RO,2018,DEPUTADO FEDERAL,PR,PRETA,1,2,0.5
6542,RO,2018,DEPUTADO FEDERAL,PHS,BRANCA,3,5,0.6
6543,RO,2018,DEPUTADO FEDERAL,PHS,PARDA,2,5,0.4
6544,RO,2018,DEPUTADO FEDERAL,MDB,BRANCA,3,9,0.3333333333333333
6545,RO,2018,DEPUTADO FEDERAL,MDB,PARDA,6,9,0.6666666666666666
6546,RO,2018,DEPUTADO FEDERAL,PRB,PARDA,1,1,1.0
6547,RO,2018,DEPUTADO FEDERAL,PSDB,PARDA,2,2,1.0
6548,RO,2018,DEPUTADO FEDERAL,PT,BRANCA,1,8,0.125
6549,RO,2018,DEPUTADO FEDERAL,PT,PRETA,5,8,0.625
6550,RO,2018,DEPUTADO FEDERAL,PT,PARDA,2,8,0.25
6551,RO,2018,DEPUTADO FEDERAL,PSL,BRANCA,8,13,0.6153846153846154
6552,RO,2018,DEPUTADO FEDERAL,PSL,PARDA,5,13,0.38461538461538464
6553,RO,2018,DEPUTADO FEDERAL,PRP,BRANCA,4,6,0.6666666666666666
6554,RO,2018,DEPUTADO FEDERAL,PRP,PARDA,2,6,0.3333333333333333
6555,RO,2018,DEPUTADO FEDERAL,PSOL,BRANCA,1,3,0.3333333333333333
6556,RO,2018,DEPUTADO FEDERAL,PSOL,PARDA,2,3,0.6666666666666666
6557,RO,2018,DEPUTADO FEDERAL,PC do B,BRANCA,1,2,0.5
6558,RO,2018,DEPUTADO FEDERAL,PC do B,PARDA,1,2,0.5
6559,RO,2018,DEPUTADO FEDERAL,NOVO,BRANCA,2,3,0.6666666666666666
6560,RO,2018,DEPUTADO FEDERAL,NOVO,AMARELA,1,3,0.3333333333333333
6561,RO,2018,DEPUTADO FEDERAL,REDE,BRANCA,3,6,0.5
6562,RO,2018,DEPUTADO FEDERAL,REDE,PARDA,3,6,0.5
6563,RO,2018,DEPUTADO FEDERAL,PTB,BRANCA,1,1,1.0
6564,RO,2018,DEPUTADO FEDERAL,PMN,BRANCA,2,4,0.5
6565,RO,2018,DEPUTADO FEDERAL,PMN,PARDA,2,4,0.5
6566,RO,2018,DEPUTADO FEDERAL,PATRI,BRANCA,2,3,0.6666666666666666
6567,RO,2018,DEPUTADO FEDERAL,PATRI,PARDA,1,3,0.3333333333333333
6568,RO,2018,DEPUTADO FEDERAL,PDT,BRANCA,3,4,0.75
6569,RO,2018,DEPUTADO FEDERAL,PDT,PRETA,1,4,0.25
6570,RO,2018,DEPUTADO FEDERAL,PSTU,BRANCA,1,2,0.5
6571,RO,2018,DEPUTADO FEDERAL,PSTU,PARDA,1,2,0.5
6572,RO,2018,DEPUTADO FEDERAL,PROS,PRETA,1,4,0.25
6573,RO,2018,DEPUTADO FEDERAL,PROS,PARDA,3,4,0.75
6574,RO,2018,DEPUTADO FEDERAL,DEM,BRANCA,5,7,0.7142857142857143
6575,RO,2018,DEPUTADO FEDERAL,DEM,PARDA,2,7,0.2857142857142857
6576,RO,2018,DEPUTADO FEDERAL,PPS,PRETA,1,3,0.3333333333333333
6577,RO,2018,DEPUTADO FEDERAL,PPS,PARDA,2,3,0.6666666666666666
6578,RO,2018,DEPUTADO FEDERAL,PSD,BRANCA,1,2,0.5
6579,RO,2018,DEPUTADO FEDERAL,PSD,PARDA,1,2,0.5
6580,RO,2018,DEPUTADO FEDERAL,PSC,BRANCA,1,2,0.5
6581,RO,2018,DEPUTADO FEDERAL,PSC,PARDA,1,2,0.5
6582,RO,2018,DEPUTADO FEDERAL,PMB,BRANCA,1,7,0.14285714285714285
6583,RO,2018,DEPUTADO FEDERAL,PMB,PARDA,6,7,0.8571428571428571
6584,RO,2018,DEPUTADO FEDERAL,PODE,BRANCA,1,1,1.0
6585,RO,2018,DEPUTADO FEDERAL,PRTB,BRANCA,2,3,0.6666666666666666
6586,RO,2018,DEPUTADO FEDERAL,PRTB,PARDA,1,3,0.3333333333333333
6587,RO,2018,DEPUTADO FEDERAL,PP,BRANCA,3,4,0.75
6588,RO,2018,DEPUTADO FEDERAL,PP,PARDA,1,4,0.25
6589,RO,2018,DEPUTADO FEDERAL,PSB,BRANCA,1,1,1.0
6590,RO,2018,DEPUTADO FEDERAL,SOLIDARIEDADE,PRETA,1,1,1.0
6591,RO,2018,DEPUTADO FEDERAL,DC,PARDA,1,1,1.0
6592,RO,2018,DEPUTADO FEDERAL,PTC,PRETA,1,1,1.0
6593,RO,2018,SENADOR,PT,PRETA,1,1,1.0
6594,RO,2018,SENADOR,DEM,BRANCA,1,1,1.0
6595,RO,2018,SENADOR,PSL,BRANCA,1,1,1.0
6596,RO,2018,SENADOR,PMB,BRANCA,1,2,0.5
6597,RO,2018,SENADOR,PMB,PARDA,1,2,0.5
6598,RO,2018,SENADOR,MDB,BRANCA,1,2,0.5
6599,RO,2018,SENADOR,MDB,PARDA,1,2,0.5
6600,RO,2018,SENADOR,PRTB,PARDA,1,1,1.0
6601,RO,2018,SENADOR,PRB,BRANCA,1,1,1.0
6602,RO,2018,SENADOR,PSTU,BRANCA,1,2,0.5
6603,RO,2018,SENADOR,PSTU,PARDA,1,2,0.5
6604,RO,2018,SENADOR,NOVO,BRANCA,1,1,1.0
6605,RO,2018,SENADOR,REDE,PARDA,1,1,1.0
6606,RO,2018,SENADOR,PP,PARDA,1,1,1.0
6607,RO,2018,SENADOR,PPS,BRANCA,1,1,1.0
6608,RO,2018,SENADOR,PSB,BRANCA,1,1,1.0
6609,RR,2014,DEPUTADO ESTADUAL,PROS,BRANCA,5,16,0.3125
6610,RR,2014,DEPUTADO ESTADUAL,PROS,PARDA,10,16,0.625
6611,RR,2014,DEPUTADO ESTADUAL,PROS,AMARELA,1,16,0.0625
6612,RR,2014,DEPUTADO ESTADUAL,PTN,BRANCA,2,7,0.2857142857142857
6613,RR,2014,DEPUTADO ESTADUAL,PTN,PRETA,1,7,0.14285714285714285
6614,RR,2014,DEPUTADO ESTADUAL,PTN,PARDA,4,7,0.5714285714285714
6615,RR,2014,DEPUTADO ESTADUAL,PPL,BRANCA,20,20,1.0
6616,RR,2014,DEPUTADO ESTADUAL,PT do B,BRANCA,25,25,1.0
6617,RR,2014,DEPUTADO ESTADUAL,PC do B,BRANCA,3,34,0.08823529411764706
6618,RR,2014,DEPUTADO ESTADUAL,PC do B,PRETA,2,34,0.058823529411764705
6619,RR,2014,DEPUTADO ESTADUAL,PC do B,PARDA,26,34,0.7647058823529411
6620,RR,2014,DEPUTADO ESTADUAL,PC do B,INDÍGENA,3,34,0.08823529411764706
6621,RR,2014,DEPUTADO ESTADUAL,PSDC,BRANCA,18,19,0.9473684210526315
6622,RR,2014,DEPUTADO ESTADUAL,PSDC,PARDA,1,19,0.05263157894736842
6623,RR,2014,DEPUTADO ESTADUAL,PRP,BRANCA,13,49,0.2653061224489796
6624,RR,2014,DEPUTADO ESTADUAL,PRP,PRETA,2,49,0.04081632653061224
6625,RR,2014,DEPUTADO ESTADUAL,PRP,PARDA,34,49,0.6938775510204082
6626,RR,2014,DEPUTADO ESTADUAL,PRTB,BRANCA,8,32,0.25
6627,RR,2014,DEPUTADO ESTADUAL,PRTB,PRETA,2,32,0.0625
6628,RR,2014,DEPUTADO ESTADUAL,PRTB,PARDA,21,32,0.65625
6629,RR,2014,DEPUTADO ESTADUAL,PRTB,INDÍGENA,1,32,0.03125
6630,RR,2014,DEPUTADO ESTADUAL,DEM,BRANCA,1,4,0.25
6631,RR,2014,DEPUTADO ESTADUAL,DEM,PARDA,2,4,0.5
6632,RR,2014,DEPUTADO ESTADUAL,DEM,INDÍGENA,1,4,0.25
6633,RR,2014,DEPUTADO ESTADUAL,PTB,BRANCA,1,4,0.25
6634,RR,2014,DEPUTADO ESTADUAL,PTB,PARDA,3,4,0.75
6635,RR,2014,DEPUTADO ESTADUAL,PSOL,BRANCA,1,8,0.125
6636,RR,2014,DEPUTADO ESTADUAL,PSOL,PRETA,1,8,0.125
6637,RR,2014,DEPUTADO ESTADUAL,PSOL,PARDA,6,8,0.75
6638,RR,2014,DEPUTADO ESTADUAL,PPS,BRANCA,8,31,0.25806451612903225
6639,RR,2014,DEPUTADO ESTADUAL,PPS,PRETA,2,31,0.06451612903225806
6640,RR,2014,DEPUTADO ESTADUAL,PPS,PARDA,21,31,0.6774193548387096
6641,RR,2014,DEPUTADO ESTADUAL,PRB,BRANCA,8,21,0.38095238095238093
6642,RR,2014,DEPUTADO ESTADUAL,PRB,PARDA,13,21,0.6190476190476191
6643,RR,2014,DEPUTADO ESTADUAL,SD,BRANCA,3,11,0.2727272727272727
6644,RR,2014,DEPUTADO ESTADUAL,SD,PARDA,8,11,0.7272727272727273
6645,RR,2014,DEPUTADO ESTADUAL,PDT,BRANCA,4,17,0.23529411764705882
6646,RR,2014,DEPUTADO ESTADUAL,PDT,PARDA,13,17,0.7647058823529411
6647,RR,2014,DEPUTADO ESTADUAL,PT,BRANCA,3,8,0.375
6648,RR,2014,DEPUTADO ESTADUAL,PT,PRETA,1,8,0.125
6649,RR,2014,DEPUTADO ESTADUAL,PT,PARDA,3,8,0.375
6650,RR,2014,DEPUTADO ESTADUAL,PT,INDÍGENA,1,8,0.125
6651,RR,2014,DEPUTADO ESTADUAL,PR,BRANCA,3,7,0.42857142857142855
6652,RR,2014,DEPUTADO ESTADUAL,PR,PRETA,1,7,0.14285714285714285
6653,RR,2014,DEPUTADO ESTADUAL,PR,PARDA,3,7,0.42857142857142855
6654,RR,2014,DEPUTADO ESTADUAL,PP,BRANCA,1,14,0.07142857142857142
6655,RR,2014,DEPUTADO ESTADUAL,PP,PRETA,1,14,0.07142857142857142
6656,RR,2014,DEPUTADO ESTADUAL,PP,PARDA,12,14,0.8571428571428571
6657,RR,2014,DEPUTADO ESTADUAL,PV,BRANCA,4,16,0.25
6658,RR,2014,DEPUTADO ESTADUAL,PV,PRETA,1,16,0.0625
6659,RR,2014,DEPUTADO ESTADUAL,PV,PARDA,11,16,0.6875
6660,RR,2014,DEPUTADO ESTADUAL,PSC,BRANCA,3,12,0.25
6661,RR,2014,DEPUTADO ESTADUAL,PSC,PRETA,1,12,0.08333333333333333
6662,RR,2014,DEPUTADO ESTADUAL,PSC,PARDA,8,12,0.6666666666666666
6663,RR,2014,DEPUTADO ESTADUAL,PSB,BRANCA,3,13,0.23076923076923078
6664,RR,2014,DEPUTADO ESTADUAL,PSB,PARDA,10,13,0.7692307692307693
6665,RR,2014,DEPUTADO ESTADUAL,PEN,BRANCA,1,8,0.125
6666,RR,2014,DEPUTADO ESTADUAL,PEN,PRETA,1,8,0.125
6667,RR,2014,DEPUTADO ESTADUAL,PEN,PARDA,6,8,0.75
6668,RR,2014,DEPUTADO ESTADUAL,PHS,BRANCA,1,11,0.09090909090909091
6669,RR,2014,DEPUTADO ESTADUAL,PHS,PARDA,10,11,0.9090909090909091
6670,RR,2014,DEPUTADO ESTADUAL,PSD,BRANCA,2,2,1.0
6671,RR,2014,DEPUTADO ESTADUAL,PTC,PARDA,3,3,1.0
6672,RR,2014,DEPUTADO ESTADUAL,PSDB,BRANCA,4,8,0.5
6673,RR,2014,DEPUTADO ESTADUAL,PSDB,PRETA,2,8,0.25
6674,RR,2014,DEPUTADO ESTADUAL,PSDB,PARDA,2,8,0.25
6675,RR,2014,DEPUTADO ESTADUAL,PSL,BRANCA,8,8,1.0
6676,RR,2014,DEPUTADO ESTADUAL,PMDB,BRANCA,4,6,0.6666666666666666
6677,RR,2014,DEPUTADO ESTADUAL,PMDB,PARDA,2,6,0.3333333333333333
6678,RR,2014,DEPUTADO ESTADUAL,PMN,BRANCA,1,8,0.125
6679,RR,2014,DEPUTADO ESTADUAL,PMN,PRETA,1,8,0.125
6680,RR,2014,DEPUTADO ESTADUAL,PMN,PARDA,6,8,0.75
6681,RR,2014,DEPUTADO ESTADUAL,PSTU,PARDA,1,1,1.0
6682,RR,2014,DEPUTADO FEDERAL,PT do B,PARDA,2,2,1.0
6683,RR,2014,DEPUTADO FEDERAL,PP,BRANCA,2,6,0.3333333333333333
6684,RR,2014,DEPUTADO FEDERAL,PP,PRETA,1,6,0.16666666666666666
6685,RR,2014,DEPUTADO FEDERAL,PP,PARDA,3,6,0.5
6686,RR,2014,DEPUTADO FEDERAL,PDT,BRANCA,3,7,0.42857142857142855
6687,RR,2014,DEPUTADO FEDERAL,PDT,PARDA,4,7,0.5714285714285714
6688,RR,2014,DEPUTADO FEDERAL,PROS,PARDA,3,3,1.0
6689,RR,2014,DEPUTADO FEDERAL,PRB,BRANCA,2,3,0.6666666666666666
6690,RR,2014,DEPUTADO FEDERAL,PRB,PARDA,1,3,0.3333333333333333
6691,RR,2014,DEPUTADO FEDERAL,PRP,BRANCA,2,5,0.4
6692,RR,2014,DEPUTADO FEDERAL,PRP,PARDA,3,5,0.6
6693,RR,2014,DEPUTADO FEDERAL,PTN,PARDA,1,1,1.0
6694,RR,2014,DEPUTADO FEDERAL,PSTU,PARDA,1,1,1.0
6695,RR,2014,DEPUTADO FEDERAL,PV,BRANCA,2,8,0.25
6696,RR,2014,DEPUTADO FEDERAL,PV,PARDA,6,8,0.75
6697,RR,2014,DEPUTADO FEDERAL,PT,BRANCA,1,5,0.2
6698,RR,2014,DEPUTADO FEDERAL,PT,PRETA,1,5,0.2
6699,RR,2014,DEPUTADO FEDERAL,PT,PARDA,2,5,0.4
6700,RR,2014,DEPUTADO FEDERAL,PT,INDÍGENA,1,5,0.2
6701,RR,2014,DEPUTADO FEDERAL,PMN,BRANCA,1,4,0.25
6702,RR,2014,DEPUTADO FEDERAL,PMN,PARDA,3,4,0.75
6703,RR,2014,DEPUTADO FEDERAL,PSDC,PARDA,2,2,1.0
6704,RR,2014,DEPUTADO FEDERAL,PR,BRANCA,3,3,1.0
6705,RR,2014,DEPUTADO FEDERAL,PPS,BRANCA,2,5,0.4
6706,RR,2014,DEPUTADO FEDERAL,PPS,PRETA,2,5,0.4
6707,RR,2014,DEPUTADO FEDERAL,PPS,PARDA,1,5,0.2
6708,RR,2014,DEPUTADO FEDERAL,PEN,BRANCA,1,1,1.0
6709,RR,2014,DEPUTADO FEDERAL,PSOL,BRANCA,1,1,1.0
6710,RR,2014,DEPUTADO FEDERAL,PMDB,BRANCA,1,2,0.5
6711,RR,2014,DEPUTADO FEDERAL,PMDB,PRETA,1,2,0.5
6712,RR,2014,DEPUTADO FEDERAL,PSC,PRETA,1,5,0.2
6713,RR,2014,DEPUTADO FEDERAL,PSC,PARDA,4,5,0.8
6714,RR,2014,DEPUTADO FEDERAL,PSB,BRANCA,1,3,0.3333333333333333
6715,RR,2014,DEPUTADO FEDERAL,PSB,PARDA,2,3,0.6666666666666666
6716,RR,2014,DEPUTADO FEDERAL,PTC,PARDA,1,1,1.0
6717,RR,2014,DEPUTADO FEDERAL,SD,BRANCA,1,1,1.0
6718,RR,2014,DEPUTADO FEDERAL,PHS,PARDA,1,1,1.0
6719,RR,2014,DEPUTADO FEDERAL,PC do B,PARDA,4,4,1.0
6720,RR,2014,DEPUTADO FEDERAL,PSD,BRANCA,1,1,1.0
6721,RR,2014,DEPUTADO FEDERAL,DEM,PARDA,1,1,1.0
6722,RR,2014,DEPUTADO FEDERAL,PTB,BRANCA,1,1,1.0
6723,RR,2014,DEPUTADO FEDERAL,PSDB,BRANCA,3,3,1.0
6724,RR,2014,DEPUTADO FEDERAL,PRTB,BRANCA,1,3,0.3333333333333333
6725,RR,2014,DEPUTADO FEDERAL,PRTB,PARDA,2,3,0.6666666666666666
6726,RR,2014,DEPUTADO FEDERAL,PPL,BRANCA,1,2,0.5
6727,RR,2014,DEPUTADO FEDERAL,PPL,PARDA,1,2,0.5
6728,RR,2014,SENADOR,PSDB,BRANCA,1,1,1.0
6729,RR,2014,SENADOR,PDT,PARDA,1,1,1.0
6730,RR,2014,SENADOR,PR,BRANCA,1,1,1.0
6731,RR,2014,SENADOR,PSTU,PARDA,1,1,1.0
6732,RR,2014,SENADOR,PPL,BRANCA,1,1,1.0
6733,RR,2014,SENADOR,PTB,BRANCA,1,1,1.0
6734,RR,2018,DEPUTADO ESTADUAL,PTC,BRANCA,10,34,0.29411764705882354
6735,RR,2018,DEPUTADO ESTADUAL,PTC,PRETA,2,34,0.058823529411764705
6736,RR,2018,DEPUTADO ESTADUAL,PTC,PARDA,22,34,0.6470588235294118
6737,RR,2018,DEPUTADO ESTADUAL,PMB,BRANCA,7,38,0.18421052631578946
6738,RR,2018,DEPUTADO ESTADUAL,PMB,PRETA,2,38,0.05263157894736842
6739,RR,2018,DEPUTADO ESTADUAL,PMB,PARDA,28,38,0.7368421052631579
6740,RR,2018,DEPUTADO ESTADUAL,PMB,INDÍGENA,1,38,0.02631578947368421
6741,RR,2018,DEPUTADO ESTADUAL,PODE,BRANCA,4,30,0.13333333333333333
6742,RR,2018,DEPUTADO ESTADUAL,PODE,PARDA,26,30,0.8666666666666667
6743,RR,2018,DEPUTADO ESTADUAL,PRB,BRANCA,4,26,0.15384615384615385
6744,RR,2018,DEPUTADO ESTADUAL,PRB,PRETA,3,26,0.11538461538461539
6745,RR,2018,DEPUTADO ESTADUAL,PRB,PARDA,19,26,0.7307692307692307
6746,RR,2018,DEPUTADO ESTADUAL,PRP,BRANCA,5,13,0.38461538461538464
6747,RR,2018,DEPUTADO ESTADUAL,PRP,PRETA,1,13,0.07692307692307693
6748,RR,2018,DEPUTADO ESTADUAL,PRP,PARDA,6,13,0.46153846153846156
6749,RR,2018,DEPUTADO ESTADUAL,PRP,INDÍGENA,1,13,0.07692307692307693
6750,RR,2018,DEPUTADO ESTADUAL,MDB,BRANCA,2,9,0.2222222222222222
6751,RR,2018,DEPUTADO ESTADUAL,MDB,PARDA,7,9,0.7777777777777778
6752,RR,2018,DEPUTADO ESTADUAL,PR,BRANCA,7,21,0.3333333333333333
6753,RR,2018,DEPUTADO ESTADUAL,PR,PARDA,14,21,0.6666666666666666
6754,RR,2018,DEPUTADO ESTADUAL,PV,BRANCA,1,37,0.02702702702702703
6755,RR,2018,DEPUTADO ESTADUAL,PV,PARDA,35,37,0.9459459459459459
6756,RR,2018,DEPUTADO ESTADUAL,PV,INDÍGENA,1,37,0.02702702702702703
6757,RR,2018,DEPUTADO ESTADUAL,AVANTE,BRANCA,4,15,0.26666666666666666
6758,RR,2018,DEPUTADO ESTADUAL,AVANTE,PRETA,1,15,0.06666666666666667
6759,RR,2018,DEPUTADO ESTADUAL,AVANTE,PARDA,10,15,0.6666666666666666
6760,RR,2018,DEPUTADO ESTADUAL,PT,PRETA,2,6,0.3333333333333333
6761,RR,2018,DEPUTADO ESTADUAL,PT,PARDA,3,6,0.5
6762,RR,2018,DEPUTADO ESTADUAL,PT,INDÍGENA,1,6,0.16666666666666666
6763,RR,2018,DEPUTADO ESTADUAL,PATRI,BRANCA,11,24,0.4583333333333333
6764,RR,2018,DEPUTADO ESTADUAL,PATRI,PARDA,12,24,0.5
6765,RR,2018,DEPUTADO ESTADUAL,PATRI,INDÍGENA,1,24,0.041666666666666664
6766,RR,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,BRANCA,5,14,0.35714285714285715
6767,RR,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,PARDA,9,14,0.6428571428571429
6768,RR,2018,DEPUTADO ESTADUAL,PTB,BRANCA,7,30,0.23333333333333334
6769,RR,2018,DEPUTADO ESTADUAL,PTB,PRETA,1,30,0.03333333333333333
6770,RR,2018,DEPUTADO ESTADUAL,PTB,PARDA,21,30,0.7
6771,RR,2018,DEPUTADO ESTADUAL,PTB,INDÍGENA,1,30,0.03333333333333333
6772,RR,2018,DEPUTADO ESTADUAL,PRTB,BRANCA,8,22,0.36363636363636365
